CCN,CNH,NOMBRE,COMUNIDAD_AUTONOMA,PROVINCIA,MUNICIPIO,DIRECCION,CODIGO_POSTAL,TELEFONO,NUMERO_DE_CAMAS,TIPO_DE_CENTRO,DEPENDENCIA,OBSERVACIONES,CONCIERTO,ACREDITACION_DOCENTE
407001617,70333,HOSPITAL SON LLATZER,ILLES BALEARS,ILLES BALEARS,Palma,CARRETERA MANACOR KM. 4,7198,871202000,417,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
407001618,70344,HOSPITAL QUIRONSALUD PALMAPLANAS,ILLES BALEARS,ILLES BALEARS,Palma,CALLE CAMI DELS REIS 308,7010,971918000,169,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
407001619,70366,HOSPITAL DE FORMENTERA,ILLES BALEARS,ILLES BALEARS,Formentera,CALLE VENDA DES BROLLS S/N,7860,971321212,12,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
407001647,70412,HOSPITAL DE LLEVANT,ILLES BALEARS,ILLES BALEARS,Manacor,CALLE ESCAMARLA 6,7680,971822400,70,Hospitales Generales,PRIVADOS,,Sin concierto,NO
407001688,70423,HOSPITAL QUIRONSALUD SON VERI,ILLES BALEARS,ILLES BALEARS,Llucmajor,PASEO ARBREDA S/N,7609,971443030,34,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
407003152,70434,CLINICA LUZ DE PALMA,ILLES BALEARS,ILLES BALEARS,Palma,CALLE CAMILO JOSE CELA 20,7014,971599167,38,Hospitales Generales,PRIVADOS,,Sin concierto,NO
535000315,350167,CLINICA CAJAL,CANARIAS,LAS PALMAS,"Palmas de Gran Canaria, Las",CALLE SENADOR CASTILLO OLIVARES 15,35003,928369166,136,Hospitales Generales,PRIVADOS,,Sin concierto,NO
535000319,350287,HOSPITAL CIUDAD DE TELDE,CANARIAS,LAS PALMAS,Telde,CALLE MISTER BLISSE S/N,35212,928707555,219,Hospitales de media y larga estancia,PRIVADOS,,Concierto parcial,NO
535000320,350154,HOSPITAL LA PALOMA,CANARIAS,LAS PALMAS,"Palmas de Gran Canaria, Las",CALLE MAESTRO VALLE 20,35005,928234466,108,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
535000321,350206,HOSPITAL PERPETUO SOCORRO,CANARIAS,LAS PALMAS,"Palmas de Gran Canaria, Las",CALLE LEON Y CASTILLO 407,35007,928499900,185,Hospitales Generales,PRIVADOS,,Concierto parcial,SI
535000322,350304,HOSPITEN CLINICA ROCA SAN AGUSTIN,CANARIAS,LAS PALMAS,San Bartolomé de Tirajana,CALLE BUGANVILLA 1,35100,928769004,81,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
535000323,350115,HOSPITAL SAN JOSE,CANARIAS,LAS PALMAS,"Palmas de Gran Canaria, Las",CALLE PADRE CUETO 26,35008,928263708,66,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
535000324,350120,VITHAS HOSPITAL SANTA CATALINA,CANARIAS,LAS PALMAS,"Palmas de Gran Canaria, Las",CALLE LEON Y CASTILLO 292,35005,928297151,152,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
535000463,350326,HOSPITEN LANZAROTE,CANARIAS,LAS PALMAS,Tías,CAMINO LOMO GORDO S/N,35572,928596100,61,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
535000688,350265,QUINTA MEDICA DE REPOSO,CANARIAS,LAS PALMAS,Santa Brígida,CAMINO PALMA ROMERO 7,35300,928640050,60,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
535001243,350367,HOSPITAL SAN ROQUE MASPALOMAS,CANARIAS,LAS PALMAS,San Bartolomé de Tirajana,CALLE MAR DE SIBERIA 1,35100,928063615,147,Hospitales Generales,MUNICIPIO,,Concierto parcial,SI
535001314,350173,CLINICA SAN ROQUE,CANARIAS,LAS PALMAS,"Palmas de Gran Canaria, Las",CALLE DOLORES DE LA ROCHA 5,35001,928404040,162,Hospitales Generales,PRIVADOS,,Concierto parcial,SI
535001550,350192,CLINICA BANDAMA,CANARIAS,LAS PALMAS,"Palmas de Gran Canaria, Las",CALLE SANTA TERESA 9,35017,928350050;928350054,64,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
535001830,350311,HOSPITAL UNIVERSITARIO DE GRAN CANARIA DR. NEGRIN,CANARIAS,LAS PALMAS,"Palmas de Gran Canaria, Las",PLAZA BARRANCO DE LA BALLENA S/N,35012,928450000,652,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
535001838,350290,COMPLEJO HOSPITALARIO UNIVERSITARIO INSULAR MATERNO INFANTIL,CANARIAS,LAS PALMAS,"Palmas de Gran Canaria, Las",CALLE AUTOVIA DEL SUR S/N,35016,928444000,916,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
535001908,350252,HOSPITAL GENERAL DE FUERTEVENTURA,CANARIAS,LAS PALMAS,Puerto del Rosario,CALLE CARRETERA AEROPUERTO KM 1,35600,928862000,131,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
535002081,350390,CLINICA JORGANI,CANARIAS,LAS PALMAS,Teguise,CALLE AVDA. ISLAS CANARIAS 5,35508,928346868,11,Otros Centros con Internamiento,PRIVADOS,,Sin concierto,NO
535002243,350228,HOSPITAL DOCTOR JOSE MOLINA OROSA,CANARIAS,LAS PALMAS,Arrecife,CALLE CARRETERA ARRECIFE- TINAJO KM 1300 0,35500,928 595 102;928 595 103;928595000,252,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
535003839,350271,HOSPITAL SAN ROQUE DE GUIA,CANARIAS,LAS PALMAS,Santa María de Guía de Gran Canaria,LUGAR DISEMINADO CUESTA DE CARABALLO 11,35450,928896500,54,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
535003845,350069,HOSPITAL UNIVERSITARIO DE SALUD MENTAL JUAN CARLOS I,CANARIAS,LAS PALMAS,"Palmas de Gran Canaria, Las",CALLE REAL DEL CASTILLO 152,35014,928302734,119,Hospitales de salud mental y tratamiento de toxicomanías,OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA,,Sin concierto.,NO
535003934,350249,HOSPITAL INSULAR DE LANZAROTE,CANARIAS,LAS PALMAS,Arrecife,CALLE JUAN DE QUESADA S/N,35500,928810000,80,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
538000115,380201,CLINICA VIDA,CANARIAS,SANTA CRUZ DE TENERIFE,"Orotava, La",CALLE MAGNOLIAS 2,38312,922330550,24,Hospitales Generales,PRIVADOS,,Sin concierto,NO
538000116,380103,HOSPITAL PARQUE,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CALLE MENDEZ NUÑEZ 40,38003,922274400,64,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
538000118,380359,CLINICA TARA,CANARIAS,SANTA CRUZ DE TENERIFE,Tacoronte,CALLE CASAS ALTAS S/N,38399,922563351,12,Otros Centros con Internamiento,PRIVADOS,,Concierto parcial,SI
538000120,380282,HOSPITAL QUIRON SALUD COSTA ADEJE,CANARIAS,SANTA CRUZ DE TENERIFE,Adeje,URBANIZACION SAN EUGENIO S/N,38660,922752626,62,Hospitales Generales,PRIVADOS,,Sin concierto,NO
538000121,380146,HOSPITEN SUR,CANARIAS,SANTA CRUZ DE TENERIFE,Arona,CALLE AV. MARITIMA 8,38660,922750032,242,Hospitales Generales,PRIVADOS,,Concierto parcial,SI
538000126,380223,HOSPITEN BELLEVUE,CANARIAS,SANTA CRUZ DE TENERIFE,Puerto de la Cruz,CALLE ALEMANIA 4,38400,922383551,195,Hospitales Generales,PRIVADOS,,Concierto parcial,SI
538000373,380295,HOSPITEN RAMBLA,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,RAMBLA SANTA CRUZ 115,38001,922291600,97,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
538000536,380086,HOSPITAL QUIRON SALUD TENERIFE,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CALLE POETA RODRIGUEZ HERRERA 1,38006,922270700,187,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
538001244,380064,HOSPITAL SAN JUAN DE DIOS TENERIFE,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CARRETERA SANTA CRUZ LAGUNA 53,38009,922645511,141,Hospitales Generales,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto parcial,NO
538001821,380178,HOSPITAL UNIVERSITARIO DE CANARIAS,CANARIAS,SANTA CRUZ DE TENERIFE,San Cristóbal de La Laguna,CARRETERA CUESTA TACO S/N,38320,922678000,681,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
538001932,380027,HOSPITAL UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CARRETERA ROSARIO (DEL) 145,38010,922602000,891,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
538002288,380276,HOSPITAL INSULAR NUESTRA SEÑORA DE LOS REYES,CANARIAS,SANTA CRUZ DE TENERIFE,Valverde,CALLE CALLE LOS BARRIALES 1,38900,922 553 505;922553505,32,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
538002289,380244,HOSPITAL NUESTRA SEÑORA DE GUADALUPE,CANARIAS,SANTA CRUZ DE TENERIFE,San Sebastián de la Gomera,CALLE LANGRERO S/N,38800,922140219,40,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
538002290,380316,HOSPITAL GENERAL DE LA PALMA,CANARIAS,SANTA CRUZ DE TENERIFE,Breña Alta,CAMINO CUMBRE (DE LA) 28,38713,922 185 000;922185000,198,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
538002380,380348,HOSPITAL DEL SUR,CANARIAS,SANTA CRUZ DE TENERIFE,Arona,CALLE LADERAS DEL MOJON S/N,38627,922174740,98,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
538002381,380337,HOSPITAL DEL NORTE,CANARIAS,SANTA CRUZ DE TENERIFE,Icod de los Vinos,CALLE GAVIOTAS (LAS) 22,38437,922 678 061;922678061,51,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
538004230,380033,HOSPITAL DEL TORAX,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CALLE SANTA MARIA SOLEDAD 28,38010,922602000,63,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
538004244,380048,HOSPITAL PSIQUIATRICO DE TENERIFE,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CALLE DOMINGO J MANRIQUE 2,38006,922678000,94,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
639000197,390015,HOSPITAL UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,CANTABRIA,Santander,AVENIDA VALDECILLA S/N,39008,942202520,923,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
639000455,390152,CLINICA MOMPIA,CANTABRIA,CANTABRIA,Santa Cruz de Bezana,AVENIDA DE LOS CONDES S/N,39109,942584100,105,Hospitales Generales,PRIVADOS,,Sin concierto,NO
639000456,390134,HOSPITAL COMARCAL DE LAREDO,CANTABRIA,CANTABRIA,Laredo,AVENIDA DERECHOS HUMANOS S/N,39770,942638500;942638502,131,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
639000462,390054,HOSPITAL SANTA CLOTILDE,CANTABRIA,CANTABRIA,Santander,CALLE GENERAL DAVILA 35,39006,942211678;942217711,127,Hospitales de media y larga estancia,PRIVADOS,,Sin concierto,NO
639000883,390041,HOSPITAL RAMON NEGRETE,CANTABRIA,CANTABRIA,Santander,AVENIDA DEL FARO NÃ?Âº 33,39012,942204100,30,Hospitales especializados,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
639000989,390149,HOSPITAL SIERRALLANA,CANTABRIA,CANTABRIA,Torrelavega,BARRIO GANZO S/N,39300,942847400,301,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
639001300,390067,CENTRO HOSPITALARIO PADRE MENNI,CANTABRIA,CANTABRIA,Santander,AVENIDA CANTABRIA NÃ?Âº 52,39012,942390060;942391260,65,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
705000769,50013,HOSPITAL NUESTRA SEÑORA DE SONSOLES (COMPLEJO ASISTENCIAL DE AVILA),CASTILLA Y LEÓN,ÁVILA,Ávila,AVENIDA DE JUAN CARLOS I 0,5071,920358027,340,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
705000770,50049,HOSPITAL SANTA TERESA,CASTILLA Y LEÓN,ÁVILA,Ávila,AVENIDA SANTA CRUZ DE TENERIFE 11,5005,920221450,33,Hospitales Generales,PRIVADOS,,Sin concierto,NO
705000771,50034,HOSPITAL PROVINCIAL DE AVILA (COMPLEJO ASISTENCIAL DE AVILA),CASTILLA Y LEÓN,ÁVILA,Ávila,CALLE JESUS DEL GRAN PODER 42,5003,920358027,90,Otros Centros con Internamiento,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
705001823,50072,HOSPITAL DE SALUD MENTAL CASTA SALUD AREVALO,CASTILLA Y LEÓN,ÁVILA,Arévalo,PASEO SAN JUAN BOSCO 2,5200,920301400,80,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Concierto parcial,NO
709001369,90079,HOSPITAL SANTOS REYES,CASTILLA Y LEÓN,BURGOS,Aranda de Duero,AVENIDA RUPERTA BARAYA 6,9400,947522000,123,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
709001370,90098,HOSPITAL SANTIAGO APOSTOL,CASTILLA Y LEÓN,BURGOS,Miranda de Ebro,CARRETERA DE ORON S/N S/N,9200,947349000,114,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
709001371,90047,HOSPITAL RECOLETAS DE BURGOS,CASTILLA Y LEÓN,BURGOS,Burgos,CALLE CRUZ ROJA S/N S/N,9006,947244055,92,Hospitales Generales,PRIVADOS,,Sin concierto,NO
709001373,90155,HOSPITAL UNIVERSITARIO DE BURGOS (COMPLEJO ASISTENCIAL UNIVER. DE BURGOS),CASTILLA Y LEÓN,BURGOS,Burgos,AVENIDA ISLAS BALEARES S/N,9006,947256533,744,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
709001374,90085,HOSPITAL RESIDENCIA ASISTIDA DE LA LUZ,CASTILLA Y LEÓN,BURGOS,Aranda de Duero,CALLE DURATON 2,9400,947500150,45,Hospitales de media y larga estancia,PRIVADOS,,Sin concierto,NO
709001375,90050,HOSPITAL SAN JUAN DE DIOS BURGOS,CASTILLA Y LEÓN,BURGOS,Burgos,PASEO DE LA ISLA 3,9003,947257730,160,Hospitales de media y larga estancia,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto parcial,NO
709001376,90026,HOSPITAL FUENTE BERMEJA (COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS),CASTILLA Y LEÓN,BURGOS,Burgos,CALLE FRANCISCO SALINAS 0,9003,947256236,80,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
724001712,240016,HOSPITAL DE LEON (COMPLEJO ASISTENCIAL UNIVERSITARIO DE LEON),CASTILLA Y LEÓN,LEÓN,León,CALLE ALTOS DE NAVA 0,24073,987237400,801,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
724001713,240135,HOSPITAL EL BIERZO,CASTILLA Y LEÓN,LEÓN,Ponferrada,CALLE MEDICOS SIN FRONTERAS 7,24411,987455304,402,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
724001714,240074,HOSPITAL HM SAN FRANCISCO,CASTILLA Y LEÓN,LEÓN,León,CALLE MARQUESES DE SAN ISIDRO 11,24004,987202111,75,Hospitales Generales,PRIVADOS,,Sin concierto,NO
724001715,240212,CLINICA PONFERRADA,CASTILLA Y LEÓN,LEÓN,Ponferrada,AVENIDA DE GALICIA 1,24400,987423732,53,Hospitales Generales,PRIVADOS,,Sin concierto,NO
724001716,240140,HOSPITAL DE LA REINA,CASTILLA Y LEÓN,LEÓN,Ponferrada,CALLE HOSPITAL 26-28,24401,987409109,72,Hospitales Generales,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto parcial,NO
724001717,240188,HOSPITAL SAN JUAN DE DIOS LEON,CASTILLA Y LEÓN,LEÓN,San Andrés del Rabanedo,AVENIDA SAN IGNACIO DE LOYOLA 73,24010,000000000,216,Hospitales Generales,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto parcial,NO
724001718,240055,REGLA HM HOSPITALES,CASTILLA Y LEÓN,LEÓN,León,CALLE CARDENAL LANDAZURI 2,24003,987236900,130,Hospitales Generales,PRIVADOS,,Sin concierto,NO
724001719,240021,HOSPITAL MONTE SAN ISIDRO COMPLEJO ASISTENCIAL UNIVERSITARIO DE LEON,CASTILLA Y LEÓN,LEÓN,León,CARRETERA DE ASTURIAS S/N S/N,24008,987227250,145,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
724001721,240220,HOSPITAL VALLE DE LACIANA,CASTILLA Y LEÓN,LEÓN,Villablino,AVENIDA DE ASTURIAS S/N S/N,24100,987481057,15,Hospitales de media y larga estancia,OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA,,Sin concierto,NO
724001722,240093,HOSPITAL SANTA ISABEL (COMPLEJO ASISTENCIAL UNIVERSITARIO DE LEON),CASTILLA Y LEÓN,LEÓN,León,"AVENIDA DE MADRID, 118",24080,987203000,117,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
734000718,340014,HOSPITAL RIO CARRION (COMPLEJO ASISTENCIAL UNIVERSITARIO DE PALENCIA),CASTILLA Y LEÓN,PALENCIA,Palencia,AVENIDA DONANTES DE SANGRE SN S/N,34005,979167000,376,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
734000719,340029,HOSPITAL SAN TELMO (COMPLEJO ASISTENCIAL UNIVERSITARIO DE PALENCIA),CASTILLA Y LEÓN,PALENCIA,Palencia,AVENIDA SAN TELMO S/N,34005,979167000,119,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
734000720,340053,HOSPITAL RECOLETAS DE PALENCIA,CASTILLA Y LEÓN,PALENCIA,Palencia,AVENIDA SIMON NIETO 31-34,34005,979747700,44,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
734000721,340035,HOSPITAL PSIQUIATRICO SAN LUIS,CASTILLA Y LEÓN,PALENCIA,Palencia,"CARRETERA DE BURGOS, S/N S/N",34004,979165324,206,Hospitales de salud mental y tratamiento de toxicomanías,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto parcial,NO
734000722,340040,AREA PSIQUIATRICA DEL CENTRO ASISTENCIAL  SAN JUAN DE DIOS,CASTILLA Y LEÓN,PALENCIA,Palencia,PASEO PADRE FAUSTINO CALVO 46,34005,979742300,97,Hospitales de salud mental y tratamiento de toxicomanías,ORGANIZACIONES NO GUBERNAMENTALES,,Red de utilización pública (RUP),NO
737001403,370037,HOSPITAL CLINICO UNIVERSITARIO DE SALAMANCA (COMPLEJO ASISTENCIAL UNIV.SA),CASTILLA Y LEÓN,SALAMANCA,Salamanca,PASEO DE SAN VICENTE 182,37007,923291100,616,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
737001404,370074,HOSPITAL LOS MONTALVOS (COMPLEJO ASISTENCIAL UNIVERSITARIO DE SALAMANCA),CASTILLA Y LEÓN,SALAMANCA,Carrascal de Barregas,CARRETERA CIUDAD RODRIGO 0,37192,923291100,295,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
737001405,370055,HOSPITAL GENERAL DE LA SANTISIMA TRINIDAD,CASTILLA Y LEÓN,SALAMANCA,Salamanca,"PASEO DE CARMELITAS, 74-94",37007,923269300,106,Hospitales Generales,PRIVADOS,,Sin concierto,NO
740000778,400019,HOSPITAL GENERAL DE SEGOVIA (COMPLEJO ASISTENCIAL DE SEGOVIA),CASTILLA Y LEÓN,SEGOVIA,Segovia,CALLE LUIS ERIK CLAVERIA NEUROLOGO S/N S/N,40002,921419100,375,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
740000779,400045,HOSPITAL RECOLETAS SEGOVIA NUESTRA SEÑORA DE LA MISERICORDIA,CASTILLA Y LEÓN,SEGOVIA,Segovia,CALLE DOCTOR VELASCO 21-23,40003,921460115,48,Hospitales Generales,PRIVADOS,,Sin concierto,NO
740000780,400058,UNIDAD DE REHABILITACION PSIQUIATRICA NUESTRA SEÑORA DE LA FUENCISLA,CASTILLA Y LEÓN,SEGOVIA,Palazuelos de Eresma,CARRETERA DE LA GRANJA 7,40194,921421800,56,Hospitales de salud mental y tratamiento de toxicomanías,DIPUTACIÓN O CABILDO,,Concierto parcial,NO
742000617,420011,HOSPITAL SANTA BARBARA (COMPLEJO ASISTENCIAL DE SORIA),CASTILLA Y LEÓN,SORIA,Soria,PASEO DE SANTA BARBARA 0,42005,975234301,250,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
742000618,420026,HOSPITAL VIRGEN DEL MIRON (COMPLEJO ASISTENCIAL DE SORIA),CASTILLA Y LEÓN,SORIA,Soria,CARRETERA DE LOGROÑO 8,42005,975220850,91,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
747001312,470029,HOSPITAL CLINICO UNIVERSITARIO DE VALLADOLID,CASTILLA Y LEÓN,VALLADOLID,Valladolid,AVENIDA RAMON Y CAJAL 3,47003,983420000,777,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
747001314,470091,HOSPITAL MEDINA DEL CAMPO,CASTILLA Y LEÓN,VALLADOLID,Medina del Campo,CALLE PEÑARANDA DE BRACAMONTE 24,47000,983838001,111,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
747001315,470113,HOSPITAL RECOLETAS CAMPO GRANDE,CASTILLA Y LEÓN,VALLADOLID,Valladolid,"PLAZA DE COLON, S/N S/N",47000,983135555,93,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
747001316,470105,HOSPITAL DE VALLADOLID FELIPE II,CASTILLA Y LEÓN,VALLADOLID,Valladolid,CALLE FELIPE II 9,47003,983358000,44,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
747001317,470053,SANATORIO SAGRADO CORAZON,CASTILLA Y LEÓN,VALLADOLID,Valladolid,CALLE FIDEL RECIO 1,47002,983299000,75,Hospitales Generales,ORGANIZACIONES NO GUBERNAMENTALES,,Sin concierto,NO
747001319,470014,HOSPITAL UNIVERSITARIO DEL RIO HORTEGA,CASTILLA Y LEÓN,VALLADOLID,Valladolid,CALLE DULZAINA 2,47012,983420401,600,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
747001322,470072,CENTRO HOSPITALARIO BENITO MENNI,CASTILLA Y LEÓN,VALLADOLID,Valladolid,PASEO JUAN CARLOS I 10,47008,983272600,240,Hospitales de media y larga estancia,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto parcial,NO
749000895,490013,HOSPITAL VIRGEN DE LA CONCHA (COMPLEJO ASISTENCIAL DE ZAMORA),CASTILLA Y LEÓN,ZAMORA,Zamora,AVENIDA REQUEJO 35,49022,980512838,349,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
749000896,490028,HOSPITAL PROVINCIAL DE ZAMORA (COMPLEJO ASISTENCIAL DE ZAMORA),CASTILLA Y LEÓN,ZAMORA,Zamora,CALLE HERNAN CORTES 40,49021,980548200,140,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
749000897,490065,HOSPITAL DE BENAVENTE (COMPLEJO ASISTENCIAL DE ZAMORA),CASTILLA Y LEÓN,ZAMORA,Benavente,CALLE LUISA MOZO 6,49600,980631900,51,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
749000898,490081,HOSPITAL RECOLETAS DE ZAMORA,CASTILLA Y LEÓN,ZAMORA,Zamora,CALLE PINAR 7,49023,980545300,44,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
802000003,20096,HOSPITAL DE HELLIN,CASTILLA-LA MANCHA,ALBACETE,Hellín,CALLE JUAN RAMON JIMENEZ 40,2400,967309500,135,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
