Nombre,Comunidad Autónoma,Provincia,Municipio,Localidad,Direccion,Código Postal,Telefono,Zona Básica,Área de Salud,Modalidad Gestión,Dependencia de Gestión,Tipo de Centro,Acreditación Docente
TINAJEROS,CASTILLA-LA MANCHA,ALBACETE,Albacete,TINAJEROS,"CL DEPORTES, S/N",02155,-,ZONA 6,GAI - ALBACETE,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ZONA VII - FERIA,CASTILLA-LA MANCHA,ALBACETE,Albacete,ALBACETE,C/ VIRGEN DEL PILAR (ESQUINA CHURRUCA),02006,967503132,ZONA 7-FERIA,GAI - ALBACETE,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
ZONA VIII,CASTILLA-LA MANCHA,ALBACETE,Albacete,ALBACETE,"CL SAN JUAN, Nº 37",02006,967502745,ZONA 8,GAI - ALBACETE,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
ZONA IX,CASTILLA-LA MANCHA,ALBACETE,Albacete,ALBACETE,"CL TORRES QUEVEDO, Nº 23",02003,,ZONA 9,GAI - ALBACETE,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
ALCÁZAR DE SAN JUAN,CASTILLA-LA MANCHA,CIUDAD REAL,Alcázar de San Juan,ALCÁZAR DE SAN JUAN,"AV DE LOS INSTITUTOS, S/N",13600,926588011,ALCÁZAR DE SAN JUAN,GAI - ALCÁZAR DE SAN JUAN,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
ALCAZAR DE SAN JUAN 2,CASTILLA-LA MANCHA,CIUDAD REAL,Alcázar de San Juan,ALCAZAR DE SAN JUAN,"C/ JOAQUÍN RODRIGO, Nº 2",13600,926546413,ALCÁZAR DE SAN JUAN 2,GAI - ALCÁZAR DE SAN JUAN,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
ARENALES DE SAN GREGORIO,CASTILLA-LA MANCHA,CIUDAD REAL,Arenales de San Gregorio,ARENALES DE SAN GREGORIO,"SALON PARROQUIAL, Nº 5",13619,926584231,CAMPO DE CRIPTANA,GAI - ALCÁZAR DE SAN JUAN,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CAMPO DE CRIPTANA,CASTILLA-LA MANCHA,CIUDAD REAL,Campo de Criptana,CAMPO DE CRIPTANA,AV. DE LA HISPANIDAD ESQ. SIETE MOLINOS,13610,926560600,CAMPO DE CRIPTANA,GAI - ALCÁZAR DE SAN JUAN,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
HERENCIA,CASTILLA-LA MANCHA,CIUDAD REAL,Herencia,HERENCIA,"AVDA. ENCARNACIÓN, S/N",13640,926573633,HERENCIA,GAI - ALCÁZAR DE SAN JUAN,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
VILLARTA DE SAN JUAN,CASTILLA-LA MANCHA,CIUDAD REAL,Villarta de San Juan,VILLARTA DE SAN JUAN,"CL CERVANTES, Nº 2",13210,926640292,VILLARTA DE SAN JUAN,GAI - ALCÁZAR DE SAN JUAN,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
PUERTO LAPÍCE,CASTILLA-LA MANCHA,CIUDAD REAL,Puerto Lápice,PUERTO LAPÍCE,"AVDA DE HERENCIA, S/N",13650,926583033,VILLARTA DE SAN JUAN,GAI - ALCÁZAR DE SAN JUAN,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ARENAS DE SAN JUAN,CASTILLA-LA MANCHA,CIUDAD REAL,Arenas de San Juan,ARENAS DE SAN JUAN,"PLAZA DE ESPAÑA, Nº 1",13679,926893002,VILLARTA DE SAN JUAN,GAI - ALCÁZAR DE SAN JUAN,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ALMANSA,CASTILLA-LA MANCHA,ALBACETE,Almansa,ALMANSA,"C/ SAN JUAN, S/N",02640,967341954,ALMANSA,GAI - ALMANSA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
CORRAL-RUBIO,CASTILLA-LA MANCHA,ALBACETE,Corral-Rubio,CORRAL-RUBIO,"AV DE LAS ESCUELAS, Nº 14",2693,967286524,BONETE,GAI - ALMANSA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
BONETE,CASTILLA-LA MANCHA,ALBACETE,Bonete,BONETE,"AVDA. DE LA LIBERTAD, Nº 98",2691,967333011,BONETE,GAI - ALMANSA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
MONTEALEGRE DEL CASTILLO,CASTILLA-LA MANCHA,ALBACETE,Montealegre del Castillo,MONTEALEGRE DEL CASTILLO,"CL FUENTEALAMO, Nº 6",02650,967336001,BONETE,GAI - ALMANSA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
LA HIGUERA,CASTILLA-LA MANCHA,ALBACETE,Corral-Rubio,LA HIGUERA,-,2693,-,BONETE,GAI - ALMANSA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
HIGUERUELA,CASTILLA-LA MANCHA,ALBACETE,Higueruela,HIGUERUELA,"CENTRO SANITARIO, S/N",2694,967287024,BONETE,GAI - ALMANSA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ALPERA,CASTILLA-LA MANCHA,ALBACETE,Alpera,ALPERA,"C/ GARCÍA TREJO, Nº 38",2690,967330312,BONETE,GAI - ALMANSA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CAUDETE,CASTILLA-LA MANCHA,ALBACETE,Caudete,CAUDETE,"AV VILLENA, Nº 7",02660,965825335,CAUDETE,GAI - ALMANSA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
FONTANOSAS,CASTILLA-LA MANCHA,CIUDAD REAL,Abenójar,FONTANOSAS,"CL REAL, S/N",13473,926748306,ABENÓJAR,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CABEZARADOS,CASTILLA-LA MANCHA,CIUDAD REAL,Cabezarados,CABEZARADOS,"C/ REAL, Nº 2",13192,926835254,ABENÓJAR,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
SACERUELA,CASTILLA-LA MANCHA,CIUDAD REAL,Saceruela,SACERUELA,"C/ ALEJANDRO SÁCHEZ, S/N",13414,926779031,ABENÓJAR,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
NAVACERRADA,CASTILLA-LA MANCHA,CIUDAD REAL,Almodóvar del Campo,NAVACERRADA,"C/ LA SIERRA, S/N",13189,676416651,ABENÓJAR,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ABENÓJAR,CASTILLA-LA MANCHA,CIUDAD REAL,Abenójar,ABENÓJAR,C/ HOSPITAL 1,13180,926835473,ABENÓJAR,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
VALDEMANCO DEL ESTERAS,CASTILLA-LA MANCHA,CIUDAD REAL,Valdemanco del Esteras,VALDEMANCO DEL ESTERAS,"AVDA. DE LAS ERAS, Nº 1",13411,926741717,AGUDO,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
PUEBLA DE DON RODRIGO,CASTILLA-LA MANCHA,CIUDAD REAL,Puebla de Don Rodrigo,PUEBLA DE DON RODRIGO,"C/ CALATRAVA, S/N",13109,926777229,AGUDO,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
AGUDO,CASTILLA-LA MANCHA,CIUDAD REAL,Agudo,AGUDO,"CL PABLO PICASSO, S/N",13410,926730142,AGUDO,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
FONTANAREJO,CASTILLA-LA MANCHA,CIUDAD REAL,Fontanarejo,FONTANAREJO,"CTRA. DE ALCOBA, Nº 3",13193,926771033,ALCOBA DE LOS MONTES,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ARROBA DE LOS MONTES,CASTILLA-LA MANCHA,CIUDAD REAL,Arroba de los Montes,ARROBA DE LOS MONTES,"PLAZA DE LAS ESCUELAS, S/N",13193,926771607,ALCOBA DE LOS MONTES,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ALCOBA DE LOS MONTES,CASTILLA-LA MANCHA,CIUDAD REAL,Alcoba,ALCOBA DE LOS MONTES,"CTRA. HORCAJO, Nº 3",13116,926770089,ALCOBA DE LOS MONTES,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
HORCAJO DE LOS MONTES,CASTILLA-LA MANCHA,CIUDAD REAL,Horcajo de los Montes,HORCAJO DE LOS MONTES,"CTRA. RETUERTA, S/N",13110,926775288,ALCOBA DE LOS MONTES,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
NAVALPINO,CASTILLA-LA MANCHA,CIUDAD REAL,Navalpino,NAVALPINO,"PZA. AYUNTAMIENTO,  S/N",13193,926771201,ALCOBA DE LOS MONTES,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
VALENZUELA DE CALATRAVA,CASTILLA-LA MANCHA,CIUDAD REAL,Valenzuela de Calatrava,VALENZUELA DE CALATRAVA,"C/ GRANATULA, Nº 2",13279,926867173,ALMAGRO,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ALMAGRO,CASTILLA-LA MANCHA,CIUDAD REAL,Almagro,ALMAGRO,"C/ CONDE DE BARCELONA, ESQUINA LOPE DE VEGA, S/N",13270,926882016,ALMAGRO,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
BOLAÑOS DE CALATRAVA,CASTILLA-LA MANCHA,CIUDAD REAL,Bolaños de Calatrava,BOLAÑOS DE CALATRAVA,"C/ Dª TEOFILA, S/N",13260,926872671,BOLAÑOS,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
CALZADA DE CALATRAVA,CASTILLA-LA MANCHA,CIUDAD REAL,Calzada de Calatrava,DE CALATRAVA,"C/ EMPEDRADA, Nº 37",13370,926875726,CALZADA DE CALATRAVA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
VILLANUEVA DE SAN CARLOS,CASTILLA-LA MANCHA,CIUDAD REAL,Villanueva de San Carlos,VILLANUEVA DE SAN CARLOS,"C/ CARLOS III, Nº 31",13379,926879001,CALZADA DE CALATRAVA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
GRANATULA DE CALATRAVA,CASTILLA-LA MANCHA,CIUDAD REAL,Granátula de Calatrava,GRANATULA DE CALATRAVA,"C/ ARCOS , Nº 6",13360,926868003,CALZADA DE CALATRAVA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ALDEA DEL REY,CASTILLA-LA MANCHA,CIUDAD REAL,Aldea del Rey,ALDEA DEL REY,"C/ SALVADOR, Nº 1",13380,926865085,CALZADA DE CALATRAVA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
TORRALBA DE CALATRAVA,CASTILLA-LA MANCHA,CIUDAD REAL,Torralba de Calatrava,TORRALBA DE CALATRAVA,"C/ CERVANTES, Nº 6",13160,926811192,CARRIÓN DE CALATRAVA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CARRIÓN DE CALATRAVA,CASTILLA-LA MANCHA,CIUDAD REAL,Carrión de Calatrava,CARRIÓN DE CALATRAVA,"CL LIBERTAD, Nº 15",13150,926815211,CARRIÓN DE CALATRAVA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
CIUDAD REAL 1,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,CIUDAD REAL,"AV PIO XII, S/N",13002,926214130,CIUDAD REAL 1,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
POBLETE,CASTILLA-LA MANCHA,CIUDAD REAL,Poblete,POBLETE,"C/ DE LAS CANTERAS, S/N",13195,926833148,CIUDAD REAL 1,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
LAS CASAS,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,LAS CASAS,"C/ MAESTRO JOSÉ MENA, S/N",13196,926832405,CIUDAD REAL 2,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CIUDAD REAL 2,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,CIUDAD REAL,"C/ PALMA, Nº 11",13001,926230035,CIUDAD REAL 2,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
CIUDAD REAL 3,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,CIUDAD REAL,"C/ SEVERO OCHOA,  S/N",13005,926231731,CIUDAD REAL 3,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
VALVERDE,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,VALVERDE,"RONDA PONIENTE, S/N",13195,926219894,CIUDAD REAL 3,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CARACUEL DE CALATRAVA,CASTILLA-LA MANCHA,CIUDAD REAL,Caracuel de Calatrava,CARACUEL DE CALATRAVA,"CL HUERTAS, S/N",13433,-,CORRAL DE CALATRAVA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
LOS POZUELOS DE CALATRAVA,CASTILLA-LA MANCHA,CIUDAD REAL,"Pozuelos de Calatrava, Los",LOS POZUELOS DE CALATRAVA,"C/ MENENDES PELAYO, S/N",13191,926832134,CORRAL DE CALATRAVA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
BALLESTEROS DE CALATRAVA,CASTILLA-LA MANCHA,CIUDAD REAL,Ballesteros de Calatrava,BALLESTEROS DE CALATRAVA,"C/ ARROYO, Nº 17",13432,926842089,CORRAL DE CALATRAVA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CORRAL DE CALATRAVA,CASTILLA-LA MANCHA,CIUDAD REAL,Corral de Calatrava,CORRAL DE CALATRAVA,"C/ CONSTITUCIÓN, Nº 21",13190,926830370,CORRAL DE CALATRAVA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
CAÑADA DE CALATRAVA,CASTILLA-LA MANCHA,CIUDAD REAL,Cañada de Calatrava,CAÑADA DE CALATRAVA,"C/ LAS ERAS,  S/N",13430,926830230,CORRAL DE CALATRAVA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
VILLAR DEL POZO,CASTILLA-LA MANCHA,CIUDAD REAL,Villar del Pozo,VILLAR DEL POZO,"C/ BOTIJA, Nº 5",13431,-,CORRAL DE CALATRAVA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
DAIMIEL,CASTILLA-LA MANCHA,CIUDAD REAL,Daimiel,DAIMIEL,"PLAZA LEPANTO, S/N",13250,926852850,DAIMIEL,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
DAIMIEL 2 CEDT,CASTILLA-LA MANCHA,CIUDAD REAL,Daimiel,DAIMIEL,"C/ SEVERO OCHOA, S/N",13250,926260809,DAIMIEL II CEDT,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
PIEDRALÁ,CASTILLA-LA MANCHA,CIUDAD REAL,Malagón,PIEDRALÁ,,13129,,MALAGÓN,GAI - CIUDAD REAL,Pública Directa,N	SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM)	PÚBLICA DIRECTA,CONSULTORIO LOCAL,NO
MALAGÓN,CASTILLA-LA MANCHA,CIUDAD REAL,Malagón,MALAGÓN,"AV FUNDADORES COOPERATIVAS, S/N",13420,926801050,MALAGÓN,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
CRISTO DEL ESPIRITU SANTO,CASTILLA-LA MANCHA,CIUDAD REAL,Malagón,CRISTO DEL ESPIRITU SANTO,"C/ PERIBAÑEZ, S/N",13429,926803861,MALAGÓN,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
LOS QUILES,CASTILLA-LA MANCHA,CIUDAD REAL,Malagón,LOS QUILES,"AVDA LA MANCHA, S/N",13420,926804019,MALAGÓN,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
LAS PERALOSAS,CASTILLA-LA MANCHA,CIUDAD REAL,Malagón,LAS PERALOSAS,"C/ BELÉN, S/N",13429,,MALAGÓN,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
BALLESTEROS,CASTILLA-LA MANCHA,CIUDAD REAL,Fuente el Fresno,BALLESTEROS,"C/ FRAY MARTÍN, Nº 4",13428,-,MALAGÓN,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CHARCO DEL TAMUJO,CASTILLA-LA MANCHA,CIUDAD REAL,Fuente el Fresno,CHARCO DEL TAMUJO,"CTRA. LA FUENTE A LOS CORTIJOS, S/N",13428,926808105,MALAGÓN,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
FUENTE EL FRESNO,CASTILLA-LA MANCHA,CIUDAD REAL,Fuente el Fresno,FUENTE EL FRESNO,"C/ REAL, S/N",13680,926806450,MALAGÓN,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
FERNÁN CABALLERO,CASTILLA-LA MANCHA,CIUDAD REAL,Fernán Caballero,FERNÁN CABALLERO,"CL SAN ISIDRO, Nº 3",13140,926807136,MALAGÓN,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CORTIJOS DE ARRIBA,CASTILLA-LA MANCHA,CIUDAD REAL,"Cortijos, Los",CORTIJOS DE ARRIBA,"CR PORZUNA, Nº 3",13427,926808408,MALAGÓN,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
MIGUELTURRA,CASTILLA-LA MANCHA,CIUDAD REAL,Miguelturra,MIGUELTURRA,"C/ ENRIQUE TIERNO GALVAN, Nº 14",13170,926241416,MIGUELTURRA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
POZUELO DE CALATRAVA,CASTILLA-LA MANCHA,CIUDAD REAL,Pozuelo de Calatrava,POZUELO DE CALATRAVA,"C/ DEL PARQUE, S/N",13179,926840437,MIGUELTURRA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
PIEDRABUENA,CASTILLA-LA MANCHA,CIUDAD REAL,Piedrabuena,PIEDRABUENA,"C/ RGUEZ. MARIN, Nº 5",13100,926762193,PIEDRABUENA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
LUCIANA,CASTILLA-LA MANCHA,CIUDAD REAL,Luciana,LUCIANA,"CL CERVANTES, S/N",13108,926783060,PIEDRABUENA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
PICÓN,CASTILLA-LA MANCHA,CIUDAD REAL,Picón,PICÓN,"PZA SALVADOR, Nº 13",13196,926821007,PIEDRABUENA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ALCOLEA DE CALATRAVA,CASTILLA-LA MANCHA,CIUDAD REAL,Alcolea de Calatrava,ALCOLEA DE CALATRAVA,"RONDA SANTA ESCOLASTICA, S/N",13107,926772169,PIEDRABUENA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
EL TORNO,CASTILLA-LA MANCHA,CIUDAD REAL,Porzuna,EL TORNO,"C/ CONSTITUCIÓN, N º 22",13194,926783313,PORZUNA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
EL TRINCHETO,CASTILLA-LA MANCHA,CIUDAD REAL,Porzuna,EL TRINCHETO,"C/ PALOMA, Nº 2",13129,-,PORZUNA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
EL ROBLEDO,CASTILLA-LA MANCHA,CIUDAD REAL,"Robledo, El",EL ROBLEDO,"C/ BULLAQUE, Nº 10",13114,926785425,PORZUNA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
PUEBLONUEVO DEL BULLAQUE,CASTILLA-LA MANCHA,CIUDAD REAL,Retuerta del Bullaque,PUEBLONUEVO DEL BULLAQUE,"C/ ARTESANOS, Nº 2",13194,926783240,PORZUNA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
PORZUNA,CASTILLA-LA MANCHA,CIUDAD REAL,Porzuna,PORZUNA,AVDA. DR. GARRIDO S/N,13120,926780541,PORZUNA,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
RETUERTA DEL BULLAQUE,CASTILLA-LA MANCHA,CIUDAD REAL,Retuerta del Bullaque,RETUERTA DEL BULLAQUE,"CTRA NAVAS DE ESTENA, S/N",13194,925421723,RETUERTA DEL BULLAQUE,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
NAVAS DE ESTENA,CASTILLA-LA MANCHA,CIUDAD REAL,Navas de Estena,NAVAS DE ESTENA,"AVDA MONTES DE TOLEDO, Nº 35",13194,925409109,RETUERTA DEL BULLAQUE,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
VILLARRUBIA DE LOS OJOS,CASTILLA-LA MANCHA,CIUDAD REAL,Villarrubia de los Ojos,VILLARRUBIA DE LOS OJOS,"AVDA. DE LA PAZ, Nº 2",13670,926898733,VILLARRUBIA DE LOS OJOS,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
LAS LABORES,CASTILLA-LA MANCHA,CIUDAD REAL,"Labores, Las",LAS LABORES,"C/ CERVANTES, S/N",13660,925892074,VILLARRUBIA DE LOS OJOS,GAI - CIUDAD REAL,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
VILLALGORDO DEL MARQUÉSADO,CASTILLA-LA MANCHA,CUENCA,Villalgordo del Marquesado,VILLALGORDO DEL MARQUÉSADO,"C/ ESCUELAS, S/N",16646,-,BELMONTE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
VILLAESCUSA DE HARO,CASTILLA-LA MANCHA,CUENCA,Villaescusa de Haro,VILLAESCUSA DE HARO,"C/ PADRE VAZQUEZ, Nº 15",16647,967168683,BELMONTE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
